time_period,time_identifier,geographic_level,country_code,country_name,version,old_la_code,new_la_code,la_name,school_name,school_urn,school_laestab,disadvantage_status,exam_cohort,end1618_student_count,aps_per_entry,aps_per_entry_grade,aps_per_entry_student_count,retained_percent,retained_assessed_percent,retained_student_count,retained_2nd_year_percent,retained_2nd_year_student_count,value_added,value_added_upper_ci,value_added_lower_ci,progress_banding,best_three_alevels_aps,best_three_alevels_grade,best_three_alevels_student_count,aab_percent,aab_student_count,level_3_maths_percent,level_3_maths_student_count,vocational_percent,vocational_student_count,maths_progress,maths_progress_entries_percent,maths_progress_inscope_count,english_progress,english_progress_entries_percent,english_progress_inscope_count
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Not disadvantaged,Technical certificate,137,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Not disadvantaged,Technical certificate,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Not disadvantaged,Technical certificate,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,A level,154,47.55,A-,143,98.0,95.9,147,z,z,0.03,0.13,-0.07,Average,47.35,A-,142,57.7,142,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,A level,146,46.36,A-,144,98.6,z,146,z,z,-0.07,0.02,-0.17,Average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,A level,125,47.21,A-,121,98.4,z,124,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,A level,126,49.63,A,125,100.0,z,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Academic,154,48.00,A-,143,98.0,95.9,147,z,z,0.06,0.16,-0.03,Average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Academic,146,46.82,A-,144,98.6,z,146,z,z,-0.04,0.06,-0.13,Average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Academic,125,47.65,A-,121,98.4,z,124,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Academic,126,50.02,A,125,100.0,z,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Applied general,154,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Applied general,146,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Applied general,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Applied general,126,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,E/M measures,154,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,57.3,143,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,E/M measures,146,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,E/M measures,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,E/M measures,126,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Tech level,154,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Tech level,146,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Tech level,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Tech level,126,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Technical certificate,154,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Technical certificate,146,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Technical certificate,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,878,E10000008,Devon,Colyton Grammar School,136366,8785400,Total,Technical certificate,126,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,A level,13,36.92,B-,11,84.6,z,13,z,z,0.09,0.47,-0.28,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,A level,9,36.96,B-,8,88.9,z,9,z,z,-0.29,0.16,-0.74,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,A level,9,34.29,C+,7,77.8,z,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,A level,12,36.33,B-,10,83.3,z,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Academic,13,37.66,B-,11,84.6,z,13,z,z,0.16,0.51,-0.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Academic,9,37.39,B-,8,88.9,z,9,z,z,-0.26,0.18,-0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Academic,9,34.65,C+,7,77.8,z,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Academic,12,36.33,B-,10,83.3,z,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Applied general,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Applied general,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Applied general,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Applied general,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Tech level,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Tech level,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Tech level,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Tech level,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Technical certificate,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Technical certificate,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Technical certificate,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Disadvantaged,Technical certificate,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,A level,133,42.28,B+,132,98.5,z,134,z,z,0.13,0.23,0.03,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,A level,132,41.79,B+,127,96.2,z,132,z,z,0.16,0.27,0.06,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,A level,150,40.72,B,149,99.3,z,150,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,A level,152,43.39,B+,148,97.4,z,152,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Academic,133,42.46,B+,132,98.5,z,134,z,z,0.16,0.25,0.06,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Academic,132,41.82,B+,127,96.2,z,132,z,z,0.17,0.27,0.07,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Academic,150,40.89,B,149,99.3,z,150,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Academic,152,43.45,B+,148,97.4,z,152,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Applied general,133,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Applied general,132,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Applied general,150,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Applied general,152,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Tech level,133,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Tech level,132,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Tech level,150,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Tech level,152,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Technical certificate,133,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Technical certificate,132,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Technical certificate,150,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Not disadvantaged,Technical certificate,152,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,A level,147,41.78,B+,144,97.3,97.3,148,z,z,0.13,0.23,0.03,Above average,41.13,B,144,26.4,144,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,A level,141,41.52,B,135,95.7,z,141,z,z,0.14,0.24,0.04,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,A level,159,40.43,B,156,98.1,z,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,A level,164,42.94,B+,158,96.3,z,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Academic,147,41.99,B+,144,97.3,97.3,148,z,z,0.16,0.25,0.06,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Academic,141,41.58,B,135,95.7,z,141,z,z,0.15,0.25,0.05,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Academic,159,40.62,B,156,98.1,z,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Academic,164,43,B+,158,96.3,z,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Applied general,147,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,c,1,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Applied general,141,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Applied general,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Applied general,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,E/M measures,147,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,52.4,143,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,E/M measures,141,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,E/M measures,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,E/M measures,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Tech level,147,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,c,1,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Tech level,141,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Tech level,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Tech level,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Technical certificate,147,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Technical certificate,141,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Technical certificate,159,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,839,E06000058,"Bournemouth, Christchurch and Poole",Parkstone Grammar School,136368,8395403,Total,Technical certificate,164,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,A level,22,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,A level,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,A level,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,A level,25,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Academic,22,32.77,C+,21,95.5,z,22,z,z,-0.37,-0.1,-0.64,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Academic,15,32.67,C+,13,86.7,z,15,z,z,-0.49,-0.16,-0.81,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Academic,13,31.21,C,12,85.7,z,14,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Academic,25,33.88,C+,24,96.0,z,25,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Applied general,22,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Applied general,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Applied general,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Applied general,25,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Tech level,22,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Tech level,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Tech level,13,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,303,E09000004,Bexley,Bexley Grammar School,136369,3034000,Disadvantaged,Tech level,25,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
