time_period,time_identifier,geographic_level,country_code,country_name,version,old_la_code,new_la_code,la_name,school_name,school_urn,school_laestab,disadvantage_status,exam_cohort,end1618_student_count,aps_per_entry,aps_per_entry_grade,aps_per_entry_student_count,retained_percent,retained_assessed_percent,retained_student_count,retained_2nd_year_percent,retained_2nd_year_student_count,value_added,value_added_upper_ci,value_added_lower_ci,progress_banding,best_three_alevels_aps,best_three_alevels_grade,best_three_alevels_student_count,aab_percent,aab_student_count,level_3_maths_percent,level_3_maths_student_count,vocational_percent,vocational_student_count,maths_progress,maths_progress_entries_percent,maths_progress_inscope_count,english_progress,english_progress_entries_percent,english_progress_inscope_count
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,A level,6,c,c,c,100.0,z,6,z,z,0.22,0.9,-0.46,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,A level,9,43.70,B+,9,100.0,z,9,z,z,0.45,0.88,0.01,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,A level,15,40.67,B,15,100.0,z,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,A level,20,38.38,B,18,90.0,z,20,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Academic,6,c,c,c,100.0,z,6,z,z,0.22,0.9,-0.46,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Academic,9,43.70,B+,9,100.0,z,9,z,z,0.45,0.88,0.01,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Academic,15,40.67,B,15,100.0,z,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Academic,20,38.38,B,18,90.0,z,20,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Applied general,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Applied general,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Applied general,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Applied general,20,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Tech level,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Tech level,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Tech level,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Tech level,20,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Technical certificate,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Technical certificate,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Technical certificate,15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Disadvantaged,Technical certificate,20,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,A level,99,c,c,c,100.0,z,97,z,z,0.1,0.23,-0.02,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,A level,93,47.37,A-,89,97.8,z,93,z,z,0.29,0.43,0.16,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,A level,125,45.63,A-,121,99.2,z,122,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,A level,118,47.22,A-,116,99.2,z,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Academic,99,c,c,c,100.0,z,97,z,z,0.1,0.23,-0.02,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Academic,93,47.37,A-,89,97.8,z,93,z,z,0.29,0.43,0.16,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Academic,125,45.63,A-,121,99.2,z,122,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Academic,118,47.22,A-,116,99.2,z,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Applied general,99,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Applied general,93,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Applied general,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Applied general,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Tech level,99,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Tech level,93,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Tech level,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Tech level,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Technical certificate,99,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Technical certificate,93,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Technical certificate,125,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Not disadvantaged,Technical certificate,118,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,A level,108,46.94,A-,102,100.0,96.2,106,z,z,0.11,0.23,-0.01,Average,47.03,A-,102,52.0,102,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,A level,105,46.84,A-,101,98.1,z,105,z,z,0.31,0.43,0.18,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,A level,140,45.08,A-,136,99.3,z,137,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,A level,139,45.94,A-,135,97.8,z,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Academic,108,46.93,A-,102,100.0,96.2,106,z,z,0.11,0.23,-0.01,Average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Academic,105,46.84,A-,101,98.1,z,105,z,z,0.31,0.43,0.18,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Academic,140,45.08,A-,136,99.3,z,137,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Academic,139,45.94,A-,135,97.8,z,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Applied general,108,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Applied general,105,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Applied general,140,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Applied general,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,E/M measures,108,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,60.6,99,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,E/M measures,105,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,E/M measures,140,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,E/M measures,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Tech level,108,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Tech level,105,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Tech level,140,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Tech level,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Technical certificate,108,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Technical certificate,105,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Technical certificate,140,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,302,E09000003,Barnet,St Michael's Catholic Grammar School,101361,3025404,Total,Technical certificate,139,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,A level,9,48.36,A,9,100.0,z,9,z,z,-0.02,0.39,-0.42,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,A level,c,c,c,c,c,z,c,z,z,0.14,0.68,-0.41,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,A level,11,47.56,A-,10,90.9,z,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,A level,c,c,c,c,c,z,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Academic,9,48.40,A,9,100.0,z,9,z,z,-0.01,0.38,-0.41,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Academic,c,c,c,c,c,z,c,z,z,0.14,0.68,-0.41,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Academic,11,47.56,A-,10,90.9,z,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Academic,c,c,c,c,c,z,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Applied general,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Applied general,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Applied general,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Applied general,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Tech level,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Tech level,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Tech level,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Tech level,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Technical certificate,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Technical certificate,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Technical certificate,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Disadvantaged,Technical certificate,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,A level,216,50.34,A,216,99.1,z,216,z,z,0.1,0.18,0.03,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,A level,c,c,c,c,c,z,c,z,z,0.09,0.16,0.01,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,A level,219,50.06,A,219,99.1,z,219,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,A level,c,c,c,c,c,z,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Academic,216,50.38,A,216,99.1,z,216,z,z,0.11,0.18,0.03,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Academic,c,c,c,c,c,z,c,z,z,0.08,0.16,0.01,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Academic,219,50.14,A,219,99.1,z,219,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Academic,c,c,c,c,c,z,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Applied general,216,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Applied general,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Applied general,219,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Applied general,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Tech level,216,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Tech level,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Tech level,219,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Tech level,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Technical certificate,216,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Technical certificate,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Technical certificate,219,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Not disadvantaged,Technical certificate,c,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202425,Academic year,School,E92000001,England,Revised,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Total,A level,225,50.26,A,225,99.1,99.1,225,z,z,0.1,0.17,0.03,Above average,51.43,A,223,78.5,223,z,z,z,z,z,z,z,z,z,z
202324,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Total,A level,224,49.38,A,223,99.6,z,224,z,z,0.09,0.16,0.01,Above average,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202223,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Total,A level,230,49.95,A,229,98.7,z,230,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
202122,Academic year,School,E92000001,England,Final,305,E09000006,Bromley,St Olave's and St Saviour's Grammar School,101676,3055410,Total,A level,228,54.21,A+,226,99.1,z,228,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
